2019-07-03T07:41:37Z	50.70310 -1.50193	[-0.191583, -0.421482, -9.27261]
2019-07-03T07:41:38Z	50.70310 -1.50193	[0.421482, 0.0766332, -10.2497]
2019-07-03T07:41:39Z	50.70310 -1.50193	[0.478957, -0.708857, -10.3263]
2019-07-03T07:41:40Z	50.70310 -1.50193	[0.153266, -0.459799, -10.0389]
2019-07-03T07:41:41Z	50.70310 -1.50193	[-0.191583, 0.421482, -9.40672]
2019-07-03T07:41:42Z	50.70310 -1.50193	[-0.210741, -0.268216, -9.57915]
2019-07-03T07:41:43Z	50.70310 -1.50193	[-0.402324, 0.153266, -9.73241]
2019-07-03T07:41:44Z	50.70310 -1.50193	[-0.459799, -0.172425, -9.61746]
2019-07-03T07:41:45Z	50.70310 -1.50193	[-0.268216, -0.364008, -9.50251]
2019-07-03T07:41:46Z	50.70310 -1.50193	[-0.344849, -0.440641, -9.44504]
2019-07-03T07:41:47Z	50.70310 -1.50193	[-0.0766332, 0.0191583, -9.48335]
2019-07-03T07:41:48Z	50.70310 -1.50193	[-0.210741, 0.0383166, -9.4642]
2019-07-03T07:41:49Z	50.70310 -1.50193	[-0.0383166, -0.325691, -9.63662]
2019-07-03T07:41:50Z	50.70310 -1.50193	[-0.134108, -0.593907, -9.50251]
2019-07-03T07:41:51Z	50.70310 -1.50193	[-0.0574749, -0.383166, -9.90484]
2019-07-03T07:41:52Z	50.70310 -1.50193	[-0.11495, -0.0957915, -9.31093]
2019-07-03T07:41:53Z	50.70310 -1.50193	[-0.0191583, -0.0383166, -9.5983]
2019-07-03T07:41:54Z	50.70310 -1.50193	[-0.325691, 0.268216, -9.80904]
2019-07-03T07:41:55Z	50.70310 -1.50193	[-0.191583, 0.0383166, -9.75157]
